ODDS,CS,count
2.62-3.51-2.79,1-1,1
2.62-3.55-2.77,0-1,1
2.62-3.56-2.8,2-2,1
2.62-3.65-2.74,3-0,1
2.63-2.88-3,3-3,1
2.63-3.06-3.14,2-2,1
2.63-3.26-3,2-3,1
2.63-3.27-2.95,0-0,1
2.63-3.28-2.94,2-1,1
2.63-3.36-2.88,3-0,1
2.63-3.37-2.87,2-1,1
2.63-3.41-2.84,1-1,1
2.63-3.44-2.82,0-1,1
2.63-3.44-2.83,1-1,1
2.63-3.46-2.81,2-0,1
2.64-3.17-3.07,0-1,1
2.64-3.21-2.94,1-1,1
2.64-3.29-2.92,1-2,1
2.64-3.31-2.9,1-1,1
2.64-3.32-2.95,2-3,1
2.64-3.34-2.84,2-0,1
2.64-3.37-2.9,2-1,1
2.64-3.38-2.85,2-0,1
2.64-3.45-2.8,1-2,1
2.64-3.46-2.8,1-2,1
2.64-3.49-2.78,1-1,1
2.64-3.52-2.76,1-0,1
2.64-3.52-2.77,2-0,1
2.64-3.53-2.79,1-2,1
2.64-3.54-2.7,0-1,1
2.64-3.61-2.7,0-1,1
2.64-3.69-2.66,4-0,1
2.65-3.15-3.07,2-3,1
2.65-3.17-3.01,3-0,1
2.65-3.19-3.03,4-1,1
2.65-3.22-2.96,1-1,1
2.65-3.24-2.96,1-1,1
2.65-3.26-2.93,1-1,1
2.65-3.27-2.92,0-0,1
2.65-3.36-2.85,2-0,1
2.65-3.43-2.81,0-0,1
2.65-3.52-2.75,4-0,1
2.65-3.61-2.7,1-1,1
2.65-3.62-2.7,1-3,1
2.66-3.17-3,1-0,1
2.66-3.19-2.98,1-1,1
2.66-3.19-2.99,3-2,1
2.66-3.19-3.03,1-1,1
2.66-3.24-2.99,0-2,1
2.66-3.28-2.87,1-2,1
2.66-3.29-2.9,1-0,1
2.66-3.31-2.85,1-1,1
2.66-3.41-2.73,0-0,1
2.66-3.41-2.81,2-1,1
2.66-3.42-2.81,2-0,1
2.66-3.43-2.76,2-1,1
2.66-3.53-2.74,0-2,1
2.67-3.14-3.06,1-4,1
2.67-3.2-3,1-0,1
2.67-3.25-2.96,1-1,1
2.67-3.37-2.79,0-1,1
2.67-3.46-2.76,2-1,1
2.67-3.55-2.71,0-0,1
2.67-3.62-2.71,3-6,1
2.67-3.68-2.64,2-0,1
2.67-3.69-2.63,2-0,1
2.68-3.13-3.05,0-0,1
2.68-3.17-3.01,0-0,1
2.68-3.2-2.94,2-1,1
2.68-3.2-2.99,0-2,1
2.68-3.26-2.9,1-1,1
2.68-3.29-2.88,0-2,1
2.68-3.36-2.82,1-2,1
2.68-3.38-2.8,1-1,1
2.68-3.4-2.8,2-1,1
2.68-3.46-2.77,0-1,1
2.68-3.48-2.74,1-1,1
2.68-3.62-2.66,0-1,1
2.68-3.64-2.65,1-2,1
2.69-3.02-3.15,2-0,1
2.69-3.1-3.03,1-2,1
2.69-3.15-3.02,2-3,1
2.69-3.26-2.88,0-1,1
2.69-3.27-2.92,0-1,1
2.69-3.28-2.88,1-2,1
2.69-3.37-2.77,2-0,1
2.69-3.38-2.75,0-2,1
2.69-3.41-2.75,1-2,1
2.69-3.44-2.8,1-3,1
2.69-3.45-2.75,0-0,1
2.69-3.5-2.69,1-2,1
2.69-3.51-2.68,0-0,1
2.69-3.54-2.64,3-2,1
2.7-2.87-2.87,2-2,1
2.7-2.87-2.89,1-0,1
2.7-2.89-2.87,1-1,1
2.7-2.9-2.9,1-1,1
2.7-3-2.7,2-1,1
2.7-3.19-2.93,1-0,1
2.7-3.2-2.63,3-1,1
2.7-3.2-2.7,0-1,1
2.7-3.33-2.82,2-0,1
2.7-3.37-2.79,1-0,1
2.7-3.39-2.5,3-2,1
2.7-3.4-2.5,3-0,1
2.7-3.49-2.72,3-2,1
2.7-3.59-2.66,1-0,1
2.71-3.12-2.98,0-0,1
2.71-3.29-2.84,3-1,1
2.71-3.33-2.77,1-2,1
2.71-3.37-2.78,0-0,1
2.71-3.38-2.77,2-1,1
2.71-3.39-2.77,2-0,1
2.71-3.44-2.7,2-3,1
2.71-3.46-2.72,1-2,1
2.71-3.49-2.71,0-3,1
2.71-3.61-2.64,1-1,1
2.71-3.64-2.65,0-1,1
2.71-3.72-2.58,3-3,1
2.72-3.08-3.05,1-2,1
2.72-3.25-2.86,0-3,1
2.72-3.35-2.79,1-1,1
2.72-3.37-2.77,1-1,1
2.72-3.43-2.73,2-1,1
2.72-3.45-2.76,0-0,1
2.73-3.4-2.74,0-0,1
2.73-3.54-2.65,2-2,1
2.73-3.56-2.68,0-2,1
2.73-3.69-2.61,2-3,1
2.74-3.04-3.08,1-0,1
2.74-3.27-2.82,2-0,1
2.74-3.32-2.82,1-1,1
2.74-3.33-2.82,2-2,1
2.74-3.35-2.77,2-2,1
2.74-3.36-2.76,0-1,1
2.74-3.42-2.72,1-0,1
2.74-3.44-2.72,3-1,1
2.74-3.46-2.69,1-2,1
2.74-3.49-2.67,1-0,1
2.75-2.79-2.87,1-1,1
2.75-2.79-2.89,1-0,1
2.75-2.89-2.6,1-1,1
2.75-2.89-2.79,0-1,1
2.75-3.1-2.63,0-0,1
2.75-3.17-2.93,2-1,1
2.75-3.18-2.84,2-2,1
2.75-3.19-2.87,1-2,1
2.75-3.2-2.55,2-0,1
2.75-3.3-2.79,2-0,1
2.75-3.39-2.5,1-1,1
2.75-3.4-2.45,2-1,1
2.75-3.4-2.72,0-1,1
2.75-3.41-2.71,2-3,1
2.75-3.5-2.39,3-1,1
2.75-3.56-2.6,0-1,1
2.75-3.57-2.62,1-1,1
2.75-3.67-2.57,3-4,1
2.76-3-3.08,3-1,1
2.76-3.16-2.89,2-2,1
2.76-3.18-2.91,1-2,1
2.76-3.38-2.72,0-2,1
2.76-3.4-2.71,3-0,1
2.76-3.41-2.71,1-4,1
2.76-3.45-2.72,0-2,1
2.76-3.69-2.59,0-2,1
2.77-2.97-3.06,1-2,1
2.77-3.26-2.79,0-0,1
2.77-3.31-2.77,1-1,1
2.77-3.32-2.79,0-0,1
2.77-3.33-2.75,1-1,1
2.77-3.49-2.65,1-3,1
2.77-3.51-2.67,1-3,1
2.77-3.52-2.63,0-1,1
2.77-3.6-2.59,1-1,1
2.78-3.01-3.04,1-0,1
2.78-3.1-2.96,1-0,1
2.78-3.24-2.81,1-1,1
2.78-3.31-2.71,3-2,1
2.78-3.31-2.76,0-3,1
2.78-3.41-2.73,2-2,1
2.78-3.42-2.64,0-1,1
2.78-3.56-2.6,2-3,1
2.78-3.62-2.58,3-1,1
2.78-3.69-2.53,0-1,1
2.78-3.88-2.45,0-0,1
2.79-3.2-2.5,0-0,1
2.79-3.2-2.54,2-1,1
2.79-3.28-2.81,1-2,1
2.79-3.32-2.7,0-2,1
2.79-3.33-2.73,0-2,1
2.79-3.34-2.76,2-1,1
2.79-3.39-2.45,1-2,1
2.79-3.39-2.7,0-0,1
2.79-3.44-2.67,1-3,1
2.79-3.45-2.62,2-1,1
2.79-3.55-2.6,0-1,1
2.79-3.72-2.52,0-0,1
2.8-2.88-2.75,1-4,1
2.8-3-2.7,0-0,1
2.8-3.1-2.63,1-1,1
2.8-3.16-2.84,0-1,1
2.8-3.16-2.88,3-0,1
2.8-3.16-2.9,1-1,1
2.8-3.2-2.5,1-1,1
2.8-3.22-2.79,0-3,1
2.8-3.22-2.8,1-1,1
2.8-3.23-2.83,1-1,1
2.8-3.25-2.81,3-3,1
2.8-3.29-2.75,1-2,1
2.8-3.3-2.45,0-2,1
2.8-3.35-2.71,1-1,1
2.8-3.36-2.7,1-2,1
2.8-3.46-2.61,0-1,1
2.8-3.51-2.58,1-1,1
2.8-3.51-2.61,3-0,1
2.8-3.51-2.64,2-2,1
2.81-3.07-2.91,3-2,1
2.81-3.19-2.79,0-0,1
2.81-3.22-2.78,0-2,1
2.81-3.28-2.75,2-4,1
2.81-3.3-2.74,0-1,1
2.81-3.34-2.71,0-1,1
2.81-3.35-2.69,1-2,1
2.81-3.4-2.67,2-2,1
2.81-3.4-2.7,2-1,1
2.81-3.51-2.63,1-2,1
2.81-3.55-2.59,0-0,1
2.82-2.96-3.01,1-1,1
2.82-3.19-2.8,1-3,1
2.82-3.21-2.79,1-0,1
2.82-3.29-2.73,3-0,1
2.82-3.31-2.71,1-2,1
2.82-3.31-2.75,4-0,1
2.82-3.33-2.7,2-1,1
2.82-3.44-2.63,3-2,1
2.82-3.45-2.59,1-2,1
2.82-3.45-2.63,0-2,1
2.82-3.51-2.59,0-1,1
2.82-3.52-2.59,1-1,1
2.82-3.56-2.57,2-1,1
2.83-3.14-2.83,0-1,1
2.83-3.24-2.72,4-2,1
2.83-3.26-2.78,0-1,1
2.83-3.27-2.77,0-0,1
2.83-3.28-2.72,1-2,1
2.83-3.31-2.74,1-2,1
2.83-3.35-2.65,2-3,1
2.83-3.39-2.66,2-3,1
2.83-3.41-2.64,0-0,1
2.83-3.44-2.62,1-0,1
2.83-3.54-2.56,2-4,1
2.83-3.55-2.56,1-0,1
2.83-3.58-2.54,1-0,1
2.84-3.25-2.74,1-2,1
2.84-3.38-2.69,1-2,1
2.84-3.41-2.64,0-0,1
2.84-3.42-2.63,0-2,1
2.84-3.44-2.61,3-1,1
2.84-3.44-2.65,2-1,1
2.84-3.5-2.58,0-4,1
2.84-3.55-2.56,0-0,1
2.84-3.6-2.53,1-1,1
2.84-3.63-2.54,0-1,1
2.85-3.14-2.82,2-2,1
2.85-3.16-2.81,1-1,1
2.85-3.22-2.75,2-1,1
2.85-3.32-2.68,1-2,1
2.85-3.34-2.66,2-0,1
2.85-3.36-2.65,1-1,1
2.85-3.4-2.64,0-0,1
2.85-3.46-2.63,2-4,1
2.85-3.47-2.59,1-1,1
2.85-3.49-2.58,2-1,1
2.85-3.59-2.53,3-3,1
2.85-3.7-2.48,1-2,1
2.85-3.73-2.46,2-2,1
2.85-3.79-2.44,1-2,1
2.86-3.12-2.82,2-0,1
2.86-3.24-2.73,1-0,1
2.86-3.32-2.64,1-0,1
2.86-3.38-2.63,1-1,1
2.86-3.42-2.61,3-0,1
2.86-3.42-2.64,2-1,1
2.86-3.49-2.57,1-0,1
2.86-3.51-2.56,0-1,1
2.86-3.52-2.53,1-3,1
2.86-3.55-2.54,1-2,1
2.86-3.65-2.49,3-3,1
2.86-3.65-2.52,0-3,1
2.87-2.87-2.75,0-0,1
2.87-3-2.6,0-0,1
2.87-3.2-2.5,2-2,1
2.87-3.2-2.78,2-1,1
2.87-3.25-2.75,1-1,1
2.87-3.29-2.39,2-2,1
2.87-3.32-2.67,1-0,1
2.87-3.41-2.61,1-2,1
2.87-3.42-2.6,1-0,1
2.87-3.45-2.59,0-2,1
2.87-3.47-2.54,0-1,1
2.87-3.48-2.6,1-0,1
2.87-3.6-2.51,0-2,1
2.88-2.9-2.7,0-2,1
2.88-3.22-2.76,3-0,1
2.88-3.25-2.45,1-0,1
2.88-3.26-2.66,2-1,1
2.88-3.28-2.71,2-1,1
2.88-3.36-2.63,3-0,1
2.88-3.5-2.55,0-1,1
2.88-3.57-2.51,0-2,1
2.89-2.87-2.7,2-2,1
2.89-3-2.54,1-1,1
2.89-3.2-2.45,3-2,1
2.89-3.23-2.74,1-2,1
2.89-3.25-2.39,1-3,1
2.89-3.25-2.45,0-2,1
2.89-3.26-2.69,1-2,1
2.89-3.28-2.68,2-5,1
2.89-3.29-2.37,1-1,1
2.89-3.29-2.39,3-2,1
2.89-3.33-2.64,2-3,1
2.89-3.33-2.65,0-2,1
2.89-3.39-2.35,4-0,1
2.89-3.6-2.25,4-2,1
2.89-3.64-2.51,2-0,1
2.9-3.3-2.38,3-1,1
2.9-3.36-2.61,0-1,1
2.9-3.37-2.6,1-2,1
2.9-3.39-2.59,2-0,1
2.9-3.43-2.57,0-1,1
2.9-3.47-2.55,4-1,1
2.9-3.48-2.58,0-0,1
2.9-3.49-2.54,0-0,1
2.9-3.54-2.52,1-3,1
2.9-3.55-2.51,6-1,1
2.9-3.6-2.49,0-5,1
2.9-3.66-2.46,1-1,1
2.91-3.16-2.78,3-1,1
2.91-3.24-2.68,2-1,1
2.91-3.33-2.62,1-1,1
2.91-3.4-2.59,1-4,1
2.91-3.41-2.54,3-2,1
2.91-3.42-2.57,1-1,1
2.91-3.43-2.57,2-0,1
2.92-3.06-2.82,0-1,1
2.92-3.25-2.67,1-0,1
2.92-3.28-2.65,2-0,1
2.92-3.28-2.68,1-1,1
2.92-3.33-2.58,0-1,1
2.92-3.41-2.57,0-1,1
2.92-3.41-2.6,3-1,1
2.92-3.44-2.55,2-1,1
2.92-3.46-2.54,1-0,1
2.92-3.47-2.54,0-1,1
2.92-3.5-2.52,2-0,1
2.93-3.24-2.63,0-0,1
2.93-3.27-2.64,1-1,1
2.93-3.29-2.63,1-1,1
2.93-3.34-2.6,1-3,1
2.93-3.35-2.59,2-2,1
2.93-3.35-2.6,3-0,1
2.93-3.38-2.57,2-1,1
2.94-3.09-2.77,2-0,1
2.94-3.2-2.68,1-3,1
2.94-3.34-2.6,0-3,1
2.94-3.37-2.54,1-1,1
2.94-3.42-2.59,2-3,1
2.94-3.48-2.52,0-0,1
2.94-3.63-2.45,0-1,1
2.94-3.68-2.42,1-4,1
2.95-3.2-2.71,1-3,1
2.95-3.24-2.68,0-1,1
2.95-3.41-2.58,1-1,1
2.96-3.14-2.75,1-0,1
2.96-3.25-2.67,0-2,1
2.96-3.29-2.61,2-0,1
2.96-3.32-2.59,1-1,1
2.96-3.34-2.58,0-2,1
2.96-3.35-2.57,1-4,1
2.96-3.35-2.61,0-0,1
2.96-3.44-2.52,2-1,1
2.96-3.52-2.51,1-0,1
2.96-3.61-2.41,1-1,1
2.97-3.1-2.74,0-1,1
2.97-3.38-2.55,3-0,1
2.97-3.41-2.53,2-1,1
2.97-3.44-2.51,2-2,1
2.97-3.54-2.49,1-1,1
2.97-3.56-2.46,1-2,1
2.97-3.59-2.48,1-1,1
2.97-3.7-2.39,2-2,1
2.98-3.06-2.8,0-3,1
2.98-3.08-2.78,1-1,1
2.98-3.13-2.7,0-1,1
2.98-3.22-2.67,4-0,1
2.98-3.28-2.6,0-0,1
2.98-3.32-2.54,0-3,1
2.98-3.51-2.5,2-4,1
2.98-3.56-2.44,0-1,1
2.98-3.56-2.48,3-0,1
2.98-3.59-2.43,2-0,1
2.99-3.16-2.68,0-2,1
2.99-3.32-2.6,0-1,1
2.99-3.32-2.61,3-3,1
2.99-3.33-2.56,2-1,1
2.99-3.49-2.48,2-2,1
2.99-3.54-2.45,3-1,1
2.99-4.04-2.26,0-4,1
26.28-9.54-1.13,1-2,1
27-10.2-1.13,1-5,1
3-2.87-2.62,0-0,1
3-2.88-2.63,2-2,1
3-2.89-2.6,1-1,1
3-3.15-2.67,1-0,1
3-3.2-2.37,3-1,1
3-3.2-2.38,0-1,1
3-3.39-2.52,1-2,1
3-3.4-2.3,3-2,1
3-3.41-2.51,0-2,1
3-3.46-2.49,0-1,1
3-3.5-2.46,3-2,1
3-3.51-2.46,0-2,1
3-3.55-2.44,3-1,1
3-3.6-2.2,1-1,1
3.01-3.2-2.6,1-2,1
3.01-3.28-2.58,0-2,1
3.01-3.29-2.6,1-1,1
3.01-3.3-2.57,1-0,1
3.01-3.31-2.56,2-1,1
3.01-3.62-2.4,2-2,1
3.02-2.98-2.75,1-2,1
3.02-3.24-2.63,2-1,1
3.02-3.28-2.57,0-0,1
3.02-3.4-2.5,2-0,1
3.02-3.5-2.45,2-2,1
3.02-3.56-2.42,0-3,1
3.02-3.57-2.41,0-2,1
3.02-3.7-2.36,0-1,1
3.03-3.08-2.69,1-0,1
3.03-3.22-2.6,4-1,1
3.03-3.27-2.57,1-0,1
3.03-3.64-2.38,1-2,1
3.04-3.12-2.66,0-2,1
3.04-3.15-2.64,0-4,1
3.04-3.28-2.56,1-0,1
3.04-3.45-2.46,2-3,1
3.04-3.77-2.32,2-0,1
3.05-3.13-2.69,1-0,1
3.05-3.3-2.57,3-2,1
3.05-3.37-2.5,3-2,1
3.05-3.4-2.45,3-1,1
3.05-3.42-2.44,0-1,1
3.05-3.57-2.37,1-1,1
3.05-3.76-2.32,0-1,1
3.06-3.24-2.56,1-2,1
3.06-3.32-2.55,1-1,1
3.06-3.38-2.52,2-1,1
3.06-3.4-2.47,1-1,1
3.06-3.43-2.43,2-1,1
3.06-3.57-2.39,1-2,1
3.06-3.6-2.38,1-0,1
3.07-3.28-2.57,1-4,1
3.07-3.36-2.49,1-0,1
3.07-3.39-2.51,1-0,1
3.07-3.4-2.47,1-2,1
3.07-3.47-2.43,1-0,1
3.07-3.62-2.4,2-1,1
3.07-3.75-2.34,4-3,1
3.08-3.03-2.7,1-2,1
3.08-3.08-2.66,0-1,1
3.08-3.13-2.63,3-1,1
3.08-3.27-2.5,2-2,1
3.08-3.69-2.35,1-2,1
3.09-3.23-2.55,4-1,1
3.09-3.25-2.57,2-3,1
3.09-3.38-2.47,3-2,1
3.09-3.49-2.41,0-1,1
3.09-3.7-2.32,1-1,1
3.1-2.75-2.62,0-1,1
3.1-2.9-2.5,2-1,1
3.1-3.2-2.35,0-3,1
3.1-3.25-2.29,0-1,1
3.1-3.27-2.52,0-1,1
3.1-3.29-2.29,0-2,1
3.1-3.4-2.25,0-4,1
3.1-3.47-2.41,3-1,1
3.1-3.51-2.4,2-0,1
3.1-3.53-2.39,1-3,1
3.1-3.53-2.42,1-1,1
3.11-3.17-2.6,2-1,1
3.11-3.28-2.51,1-0,1
3.11-3.35-2.47,1-2,1
3.11-3.38-2.45,0-1,1
3.11-3.54-2.4,3-0,1
3.11-3.55-2.37,0-2,1
3.11-3.59-2.35,1-1,1
3.11-3.64-2.33,1-0,1
3.12-3.28-2.54,1-1,1
3.12-3.31-2.48,0-0,1
3.12-3.37-2.45,0-2,1
3.12-3.47-2.38,1-0,1
3.12-3.48-2.4,1-2,1
3.12-3.49-2.39,1-2,1
3.12-3.53-2.38,3-1,1
3.12-3.56-2.36,0-4,1
3.13-3.27-2.53,0-1,1
3.13-3.31-2.48,1-3,1
3.13-3.45-2.41,1-4,1
3.13-3.54-2.34,1-2,1
3.14-3.1-2.61,2-1,1
3.14-3.19-2.54,1-1,1
3.14-3.22-2.53,0-1,1
3.14-3.4-2.43,1-2,1
3.14-3.44-2.37,0-1,1
3.14-3.45-2.37,5-2,1
3.14-3.56-2.34,1-2,1
3.15-3.26-2.49,0-1,1
3.15-3.27-2.52,0-1,1
3.15-3.35-2.44,3-1,1
3.15-3.35-2.47,1-1,1
3.15-3.45-2.4,3-0,1
3.15-3.48-2.38,2-2,1
3.15-3.54-2.35,0-0,1
3.15-3.61-2.32,0-1,1
3.15-3.61-2.35,0-1,1
3.15-3.63-2.32,2-0,1
3.15-3.65-2.33,2-4,1
3.15-3.67-2.3,1-1,1
3.16-3.14-2.59,1-0,1
3.16-3.22-2.54,1-1,1
3.16-3.48-2.37,0-1,1
3.16-3.67-2.3,1-0,1
3.17-3.3-2.43,1-2,1
3.17-3.32-2.45,3-0,1
3.17-3.34-2.43,2-1,1
3.17-3.44-2.42,0-1,1
3.17-3.45-2.38,1-0,1
3.17-3.56-2.36,0-1,1
3.17-3.63-2.33,0-2,1
3.18-3.05-2.63,1-1,1
3.18-3.24-2.49,2-1,1
3.18-3.27-2.47,0-3,1
3.18-3.31-2.45,0-0,1
3.18-3.46-2.37,1-1,1
3.18-3.47-2.36,2-3,1
3.18-3.74-2.26,0-5,1
3.19-3.36-2.45,1-2,1
3.19-3.49-2.36,1-1,1
3.19-3.54-2.33,1-2,1
3.2-2.9-2.4,0-2,1
3.2-3-2.38,2-1,1
3.2-3.1-2.3,0-1,1
3.2-3.1-2.37,0-1,1
3.2-3.2-2.3,3-0,1
3.2-3.29-2.25,2-1,1
3.2-3.29-2.45,0-0,1
3.2-3.3-2.25,0-0,1
3.2-3.5-2.15,2-3,1
3.2-3.6-2.1,0-1,1
3.21-3.37-2.4,1-3,1
3.21-3.46-2.33,0-1,1
3.21-3.5-2.34,1-1,1
3.21-3.58-2.31,0-2,1
3.22-3.17-2.51,2-4,1
3.22-3.18-2.53,1-1,1
3.22-3.26-2.46,3-2,1
3.22-3.32-2.42,0-3,1
3.22-3.39-2.38,1-0,1
3.22-3.45-2.36,1-2,1
3.22-3.54-2.32,1-1,1
3.23-3.25-2.45,0-4,1
3.23-3.43-2.34,0-2,1
3.23-3.64-2.27,0-2,1
3.24-3.35-2.39,3-1,1
3.24-3.43-2.33,0-0,1
3.25-2.9-2.4,1-1,1
3.25-3.1-2.29,1-1,1
3.25-3.2-2.25,1-3,1
3.25-3.3-2.2,2-1,1
3.25-3.39-2.4,1-0,1
3.25-3.41-2.34,1-3,1
3.25-3.51-2.31,0-0,1
3.25-3.59-2.28,2-1,1
3.25-3.6-2.1,2-2,1
3.25-3.63-2.26,0-3,1
3.26-3.3-2.41,4-1,1
3.26-3.44-2.34,1-2,1
3.27-3.55-2.29,5-2,1
3.27-3.64-2.22,3-1,1
3.28-3.44-2.3,0-4,1
3.28-3.45-2.32,1-3,1
3.28-3.52-2.32,0-1,1
3.28-3.55-2.26,0-2,1
3.28-3.6-2.26,0-1,1
3.28-3.65-2.24,2-1,1
3.29-2.87-2.39,0-0,1
3.29-3-2.35,0-0,1
3.29-3.2-2.25,0-0,1
3.29-3.35-2.37,1-2,1
3.29-3.36-2.33,3-1,1
3.29-3.39-2.32,1-1,1
3.29-3.4-2.34,2-2,1
3.29-3.42-2.36,1-1,1
3.29-3.47-2.31,0-1,1
3.29-3.48-2.33,0-2,1
3.29-3.58-2.26,3-1,1
3.29-3.6-2.04,0-1,1
3.29-3.6-2.1,2-3,1
3.3-3.2-2.25,0-1,1
3.3-3.22-2.46,4-1,1
3.3-3.27-2.4,1-3,1
3.3-3.6-2.05,1-2,1
3.3-3.62-2.24,0-0,1
3.3-3.71-2.21,2-0,1
3.31-3.27-2.42,0-3,1
3.31-3.39-2.33,1-1,1
3.31-3.4-2.33,1-0,1
3.31-3.45-2.31,1-0,1
3.31-3.74-2.22,4-0,1
3.32-3.2-2.43,0-2,1
3.32-3.44-2.28,1-0,1
3.32-3.5-2.28,0-1,1
3.32-3.58-2.28,0-0,1
3.32-3.71-2.2,2-3,1
3.33-3.13-2.47,0-0,1
3.33-3.18-2.44,0-2,1
3.33-3.26-2.39,1-0,1
3.33-3.34-2.35,2-5,1
3.33-3.37-2.31,0-0,1
3.33-3.49-2.28,0-1,1
3.33-3.65-2.24,2-1,1
3.33-3.67-2.21,0-1,1
3.33-3.73-2.19,0-0,1
3.34-3.17-2.44,2-0,1
3.34-3.27-2.41,1-1,1
3.34-3.37-2.33,2-0,1
3.34-3.41-2.29,1-1,1
3.34-3.52-2.26,3-3,1
3.34-3.63-2.22,3-2,1
3.35-3.23-2.43,1-1,1
3.35-3.45-2.29,0-3,1
3.36-3.24-2.36,1-0,1
3.36-3.3-2.36,0-1,1
3.36-3.42-2.3,2-0,1
3.36-3.62-2.22,0-1,1
3.37-3.27-2.36,1-0,1
3.37-3.66-2.2,3-3,1
3.37-3.67-2.19,2-1,1
3.37-3.88-2.15,1-1,1
3.38-3.06-2.48,0-2,1
3.38-3.24-2.38,1-0,1
3.38-3.26-2.37,1-0,1
3.38-3.29-2.35,0-1,1
3.38-3.31-2.31,1-2,1
3.39-2.89-2.37,0-1,1
3.39-3.26-2.33,1-1,1
3.39-3.35-2.29,0-1,1
3.39-3.58-2.22,0-3,1
3.39-3.6-2.04,0-1,1
3.39-3.75-2,1-2,1
3.4-3-2.3,1-0,1
3.4-3.3-2.15,0-6,1
3.4-3.31-2.33,1-1,1
3.4-3.4-2.1,1-1,1
3.4-3.5-2.05,1-4,1
3.4-3.51-2.27,0-2,1
3.4-3.59-2.21,1-2,1
3.4-3.75-2,1-7,1
3.4-3.99-2.1,1-3,1
3.41-3.23-2.37,0-0,1
3.41-3.45-2.26,3-2,1
3.41-3.58-2.21,4-1,1
3.42-3.34-2.31,2-1,1
3.42-3.64-2.18,0-2,1
3.43-3.67-2.17,4-1,1
3.44-3.34-2.33,0-1,1
3.44-3.53-2.24,1-0,1
3.44-3.56-2.23,1-2,1
3.44-3.57-2.2,1-2,1
3.45-3.23-2.35,0-1,1
3.45-3.51-2.2,0-2,1
3.45-3.57-2.22,2-1,1
3.45-3.7-2.17,1-0,1
3.46-3.21-2.36,2-1,1
3.46-3.24-2.34,3-3,1
3.46-3.42-2.28,1-1,1
3.46-3.43-2.25,0-1,1
3.46-3.44-2.27,2-2,1
3.46-3.46-2.24,1-1,1
3.46-3.47-2.24,0-3,1
3.46-3.58-2.19,1-1,1
3.47-3.42-2.28,1-0,1
3.47-3.48-2.2,1-2,1
3.47-3.5-2.22,1-1,1
3.47-3.53-2.2,0-2,1
3.47-3.66-2.16,0-0,1
3.48-3.74-2.12,1-2,1
3.49-3.07-2.42,0-1,1
3.49-3.39-2.23,1-1,1
3.5-3.2-2.15,1-0,1
3.5-3.3-2.1,1-0,1
3.5-3.3-2.29,0-1,1
3.5-3.49-2.21,0-0,1
3.5-3.49-2.23,1-0,1
3.5-3.53-2.19,0-1,1
3.5-3.6-2,3-1,1
3.5-3.73-2.12,1-3,1
3.5-3.75-1.95,4-0,1
3.51-3.4-2.24,1-0,1
3.51-3.55-2.18,0-1,1
3.51-3.68-2.13,0-1,1
3.51-3.79-2.1,3-0,1
3.52-3.13-2.37,2-0,1
3.52-3.34-2.24,0-2,1
3.52-3.37-2.25,0-0,1
3.52-3.38-2.25,1-0,1
3.52-3.42-2.21,0-2,1
3.52-3.55-2.2,0-2,1
3.52-3.63-2.15,3-1,1
3.52-3.71-2.12,4-1,1
3.53-3.41-2.23,0-1,1
3.53-3.46-2.24,0-3,1
3.53-3.5-2.19,1-1,1
3.53-3.54-2.18,2-3,1
3.53-3.62-2.15,2-1,1
3.53-3.8-2.11,1-4,1
3.54-3.4-2.23,0-0,1
3.54-3.52-2.18,2-1,1
3.54-3.71-2.09,1-1,1
3.55-3.23-2.33,1-2,1
3.55-3.52-2.17,1-2,1
3.55-3.55-2.16,0-0,1
3.55-3.56-2.16,3-1,1
3.55-3.57-2.16,2-1,1
3.56-3.38-2.26,0-0,1
3.56-3.6-2.12,2-1,1
3.56-3.73-2.11,3-2,1
3.57-3.21-2.31,0-3,1
3.57-3.33-2.27,1-2,1
3.57-3.44-2.23,0-5,1
3.57-3.82-2.07,1-3,1
3.57-3.98-2.01,1-0,1
3.58-3.57-2.15,1-2,1
3.59-3.22-2.29,1-3,1
3.59-3.51-2.19,2-2,1
3.59-3.56-2.15,0-0,1
3.59-3.61-2.13,0-1,1
3.6-3.2-2.1,0-2,1
3.6-3.25-2.1,0-1,1
3.6-3.29-2.04,2-3,1
3.6-3.39-2.04,1-3,1
3.6-3.4-2.05,0-3,1
3.6-3.54-2.15,0-2,1
3.6-3.6-1.95,1-2,1
3.6-3.75-1.91,1-3,1
3.6-3.78-2.07,0-2,1
3.61-3.31-2.24,0-1,1
3.61-3.34-2.25,0-1,1
3.61-3.42-2.17,1-1,1
3.61-3.44-2.18,1-4,1
3.61-3.53-2.15,0-1,1
3.61-3.57-2.13,1-1,1
3.61-3.58-2.16,0-1,1
3.61-3.67-2.1,1-3,1
3.61-3.72-2.09,1-1,1
3.62-3.24-2.27,3-3,1
3.62-3.26-2.26,3-0,1
3.62-3.38-2.23,1-4,1
3.62-3.41-2.17,2-3,1
3.63-3.36-2.21,1-2,1
3.63-3.41-2.14,1-1,1
3.63-3.53-2.17,1-2,1
3.63-3.65-2.1,0-3,1
3.63-3.82-2.05,1-2,1
3.64-3.56-2.15,0-2,1
3.65-3.32-2.2,1-2,1
3.65-3.4-2.21,1-2,1
3.65-3.44-2.17,3-0,1
3.65-3.77-2.06,2-1,1
3.66-3.47-2.16,1-2,1
